user_id,full_name,pan,aadhaar,date_of_birth,city,state,monthly_income,occupation,signup_timestamp,kyc_status,risk_segment,kyc_status_original,pan_missing_flag,aadhaar_missing_flag,dob_missing_flag,income_missing_flag,signup_missing_flag,kyc_rejected_flag,kyc_pending_flag,high_risk_segment_flag
USR86614,VEDIKA LANKA,GFSVQ7146K,478547789264,1968-12-10 02:43:51,PUNE,MAHARASHTRA,"Rs. 37,338",STUDENT,04-02-2024,APPROVED,LOW,KYC_DONE,False,False,False,False,False,False,False,False
USR23635,TANMAYI SUNDER,DRXCQ2579G,796306366826,769826146,LUCKNOW,UTTAR PRADESH,20317,GIG WORKER,1723131014,VERIFIED,MEDIUM,VERIFIED,False,False,False,False,False,False,False,False
USR63684,VASANA NAIDU,FYYYZ4211T,413928195585,04-11-1974,JALANDHAR,PUNJAB,39085,FREELANCER,2025-11-30 20:37:22,APPROVED,LOW,APPROVED,False,False,False,False,False,False,False,False
USR40151,LIPIKA PANT,ZCYWL1620R,459607504259,2004-11-12 14:21:56,JALANDHAR,PUNJAB,"₹13,296",STUDENT,,APPROVED,LOW,DONE,False,False,False,False,True,False,False,False
USR60198,NIHAL SUNDER,GMKIH3940L,167222122123,04/06/1992 11:00 AM,BENGALURU,KARNATAKA,39252,STUDENT,17/07/2025,VERIFIED,LOW,VERIFIED,False,False,False,False,False,False,False,False
USR77081,ETHAN DORA,BZDWK4883M,394394089450,03/01/1963 07:46 PM,LKO,UTTAR PRADESH,31508,UNEMPLOYED,2024-10-22 10:15:48,VERIFIED,HIGH,VERIFIED,False,False,False,False,False,False,False,True
USR84077,NEELIMA SEM,DKNSH2914F,810082123328,28/12/1980,LUDHIANA,PUNJAB,27515,SELF EMPLOYED,2025/06/11,APPROVED,MEDIUM,KYC_DONE,False,False,False,False,False,False,False,False
USR59175,ANSH VIRK,AMBPC6856J,400683346413,27/03/1972 08:01 PM,MUMBAI,MAHARASHTRA,16030,STUDENT,02-13-2025,VERIFIED,MEDIUM,VERIFIED,False,False,False,False,False,False,False,False
USR64276,UPASNA SUBRAMANIAN,OPVCG1908W,024162763322,01/09/1974,LUCKNOW,UTTAR PRADESH,19115,FARMER,2025/03/24,VERIFIED,UNKNOWN,V,False,False,False,False,False,False,False,False
USR64768,WARDA BHASIN,DJJZS1635L,137833448545,-160078671,MUMBAI,MAHARASHTRA,32936,SELF EMPLOYED,2026/02/22,VERIFIED,UNKNOWN,V,False,False,False,False,False,False,False,False
USR16446,YAGNESH ROY,QPZXB2641,,09-19-1997,CHENNAI,TAMIL NADU,,SALARIED,08-29-2025,APPROVED,HIGH,DONE,False,True,False,True,False,False,False,True
USR22470,UBIKA SARAF,GEZXL-8319-T,385691746808,1985/04/21,BANGALORE,KARNATAKA,"Rs. 12,941",STUDENT,27/08/2024 07:40 AM,REJECTED,MEDIUM,REJECTED,False,False,False,False,False,True,False,False
USR78907,GARIMA SANGHA,NTGKP6262I,3516,1977-09-14 08:11:37,AMRITSAR,PUNJAB,"INR 14,527",SALARIED,,PENDING,LOW,PENDING,False,False,False,False,True,False,True,False
USR55616,JASMIT NADKARNI,EGCOO2505G,073835878098,04-02-1993,BENGALURU,KARNATAKA,17065,RETIRED,2025/08/22,VERIFIED,LOW,VERIFIED,False,False,False,False,False,False,False,False
USR11988,UDARSH KHALSA,RWL1L9015J,005370369333,08-Sep-1973,BANGALORE,KARNATAKA,57849,SELF EMPLOYED,03-10-2026,VERIFIED,LOW,VERIFIED,False,False,False,False,False,False,False,False
USR78571,GAUTAMISANGHVI,PXLGX1420K,497306999651,18-Oct-1977,AMRITSAR,PUNJAB,25062,STUDENT,20/05/2024 04:14 PM,VERIFIED,LOW,VERIFIED,False,False,False,False,False,False,False,False
USR26915,AARNA DESHMUKH,VVYMS8300C,411377608777,1127679632,CHENNAI,TAMIL NADU,-23328,UNEMPLOYED,09/06/2024,VERIFIED,LOW,VERIFIED,False,False,False,False,False,False,False,False
USR71883,AMARA OAK,OWXKX2821C,619501763518,1995-09-09 15:52:56,BENGALURU,KARNATAKA,"INR 22,743",RETIRED,2025/04/30,REJECTED,MEDIUM,REJECTED,False,False,False,False,False,True,False,False
USR67037,LUCKY KONDA,CRHRQ9787A,892466941914,1991/12/26,LUCKNOW,UTTAR PRADESH,18960,BUSINESS OWNER,2024-08-28 09:57:39,APPROVED,LOW,APPROVED,False,False,False,False,False,False,False,False
USR28669,GEORGE DAR,QLRNP1618Y,2178202165,01/04/1978,MUMBAY,MAHARASHTRA,"INR 24,646",SELF EMPLOYED,1707584602,REJECTED,MEDIUM,REJECTED,False,False,False,False,False,True,False,False
USR74087,QARIN SENGUPTA,TGCGN 4731 B,507933608333,26/01/1987,ASR,PUNJAB,11942,SALARIED,15/01/2026 05:56 AM,VERIFIED,MEDIUM,V,False,False,False,False,False,False,False,False
97475,BIMALA RAO,ZWIEO8960X,581975734236,1977-04-08 12:26:05,HYD,TELANGANA,,FARMER,26/03/2024,APPROVED,LOW,DONE,False,False,False,True,False,False,False,False
USR29005,WAZIR GHOSE,SVTQR6809M,480853410333,19-Dec-1993,NEW DELHI,DELHI,"INR 14,463",STUDENT,12-Mar-2024,APPROVED,LOW,APPROVED,False,False,False,False,False,False,False,False
USR78059,VASANA PALLA,CALNW0586S,754746798970,27/04/1991,MUMBAI,MAHARASHTRA,29828,FARMER,23/11/2024,APPROVED,LOW,DONE,False,False,False,False,False,False,False,False
USR15644,ANITA BALAY,VZJON4073W,170203765815,1994/05/12,BLR,KARNATAKA,Not Available,UNEMPLOYED,11/03/2025,VERIFIED,MEDIUM,VERIFIED,False,False,False,False,False,False,False,False
USR53776,ADVAITH SUR,ORRQC4341P,936833471186,16/08/1980,AMRITSAR,PUNJAB,29723,GIG WORKER,04/10/2024,PENDING,LOW,P,False,False,False,False,False,False,True,False
USR35738,NACHIKET SAINI,MPBCY 9061 Z,292718782869,1982-06-19 02:07:43,LDH,PUNJAB,9263,RETIRED,24/04/2025,REJECTED,LOW,REJECTED,False,False,False,False,False,True,False,False
USR30688,POOJA KOSHY,YVQMB3903Y,375014980195,,JAIPUR,RAJASTHAN,55299,SALARIED,2025-05-12 21:33:30,APPROVED,LOW,APPROVED,False,False,True,False,False,False,False,False
43692,KASHVI BAL,XCBFC3495G,022456449188,82796753,HYDERABAD,TELANGANA,26181,RETIRED,30/05/2024,VERIFIED,LOW,V,False,False,False,False,False,False,False,False
USR13931,VRINDA SODHI,JAXKB7158R,232101145647,10/03/1994 06:26 PM,JALANDHAR,PUNJAB,"INR 13,080",SALARIED,,APPROVED,HIGH,DONE,False,False,False,False,True,False,False,True
USR16890,UNNIPUROHIT,SRFPG 7183 S,128864682279,1997/12/05,LKO,UTTAR PRADESH,19516,FARMER,01/04/2024 12:10 PM,APPROVED,MEDIUM,APPROVED,False,False,False,False,False,False,False,False
USR60800,BENJAMIN HAYRE,SKOEK2388A,6470,,JALANDHAR,PUNJAB,-30797,FARMER,2024-03-23 05:13:33,VERIFIED,MEDIUM,VERIFIED,False,False,True,False,False,False,False,False
USR43778,MEGHA SARAN,FBYVC9113B,252595042768,1995-01-26 17:14:51,LDH,PUNJAB,27468,STUDENT,11-Aug-2024,VERIFIED,MEDIUM,V,False,False,False,False,False,False,False,False
USR70695,DARSH RANA,HOHLD1406O,663470616081,13/05/1986,BENGALURU,KARNATAKA,"₹32,215",BUSINESS OWNER,16/06/2024,FAILED,LOW,FAILED,False,False,False,False,False,False,False,False
USR82121,MAANAS KUMAR,PHLMO0100D,307093238655,15/06/2000,MUMBAI,MAHARASHTRA,"₹50,644",STUDENT,19-Apr-2024,VERIFIED,LOW,V,False,False,False,False,False,False,False,False
USR28535,LABAN SINHA,RFMPF-5305-S,3078,28/11/1998 03:44 PM,PUNE,MAHARASHTRA,"₹23,001",RETIRED,2024-12-31 23:15:38,UNKNOWN,MEDIUM,UNDER REVIEW,False,False,False,False,False,False,False,False
USR61312,MANBIR KAR,OYDNZ6406F,545126921501,03-19-2005,HYDERABAD,TELANGANA,-43301,FARMER,04-Feb-2025,REJECTED,LOW,REJECTED,False,False,False,False,False,True,False,False
USR17743,SNEHA PALAN,HXELE7376C,012024085465,22-Sep-1986,KOLKATA,WEST BENGAL,30964,STUDENT,07-02-2025,APPROVED,LOW,APPROVED,False,False,False,False,False,False,False,False
USR75869,TRIYA SODHI,KUCXN4426K,598523497392,16-Sep-1999,AMRITSAR,PUNJAB,"₹17,400",SALARIED,11/03/2024,UNKNOWN,MEDIUM,UNDER REVIEW,False,False,False,False,False,False,False,False
USR88971,AAHANA GODA,KAPYK2586P,815430708070,19/08/1963,AMRITSAR,PUNJAB,8961,STUDENT,2025-03-06 04:52:16,APPROVED,MEDIUM,APPROVED,False,False,False,False,False,False,False,False
USR25394,URMI DAR,WDKKW7243D,,17/11/1983,PUNE,MAHARASHTRA,39353,RETIRED,03-23-2025,APPROVED,MEDIUM,KYC_DONE,False,True,False,False,False,False,False,False
USR36110,BHAVYA D0SHI,ZZLBX3053J,774946361922,29/07/1979,PUNE,MAHARASHTRA,Not Available,FREELANCER,15/11/2025,VERIFIED,LOW,V,False,False,False,False,False,False,False,False
USR28927,CHANDRAN NORI,MIAZT7616U,,945611375,HYD,TELANGANA,34414,UNEMPLOYED,11-29-2024,VERIFIED,MEDIUM,VERIFIED,False,True,False,False,False,False,False,False
USR12524,YAUVANI DEEP,QGIWK2792H,279292452932,1985/01/24,PUNE,MAHARASHTRA,"Rs. 34,793",UNEMPLOYED,28/03/2024 12:45 PM,IN_PROGRESS,MEDIUM,IN_PROGRESS,False,False,False,False,False,False,True,False
USR87061,ZAYYAN PARMAR,OESTV5644M,421249135042,03/02/1994,BLR,KARNATAKA,34016,RETIRED,01-15-2024,REJECTED,LOW,R,False,False,False,False,False,True,False,False
USR70121,MANAN KALA,,491734893582,2003-05-16 10:59:20,ASR,PUNJAB,12490,GIG WORKER,04/01/2025 01:18 PM,APPROVED,UNKNOWN,KYC_DONE,True,False,False,False,False,False,False,False
USR43558,BHAVYA KALA,FMZBB8469X,041614978824,29-Apr-2005,KOLKATA,WEST BENGAL,-26339,STUDENT,25/02/2026 06:03 PM,VERIFIED,UNKNOWN,V,False,False,False,False,False,False,False,False
USR97255,HARDIK VARTY,IKVCL9739N,018969410775,07/09/1985,BENGALURU,KARNATAKA,Not Available,SALARIED,2024-08-23 10:00:42,UNKNOWN,LOW,UNDER REVIEW,False,False,False,False,False,False,False,False
USR41850,ANAMIKA JAYARAMAN,ZWSDQ5958Z,366997497248,19-Nov-2004,PUNE,MAHARASHTRA,-22599,UNEMPLOYED,2024-03-27 02:50:53,APPROVED,LOW,APPROVED,False,False,False,False,False,False,False,False
USR61425,RAJATA PANCHAL,FDJQL-7637-C,252492316041,1987/11/27,ASR,PUNJAB,25830,FARMER,02-26-2025,APPROVED,LOW,DONE,False,False,False,False,False,False,False,False
USR11654,SHIVANSH DHAR,VJCFR9167X,9314952508,23/03/1986,LUCKNOW,UTTAR PRADESH,19879,BUSINESS OWNER,05/02/2024,VERIFIED,LOW,VERIFIED,False,False,False,False,False,False,False,False
USR60435,MANAN DESAI,CZDOZ-3023-Y,9332847770,1971/11/14,LUCKNOW,UTTAR PRADESH,13.1k,SELF EMPLOYED,20/05/2025,PENDING,LOW,PENDING,False,False,False,False,False,False,True,False
USR69566,POOJA SANGHVI,KKXGH 7093 M,594632399328,,MUMBAI,MAHARASHTRA,"Rs. 40,871",GIG WORKER,30/01/2024 08:55 PM,VERIFIED,LOW,VERIFIED,False,False,True,False,False,False,False,False
USR97911,AARUSH HORA,UJAKN-1892-R,889800106898,1974/09/25,BLR,KARNATAKA,23895,FREELANCER,09-17-2025,VERIFIED,LOW,VERIFIED,False,False,False,False,False,False,False,False
USR96415,AADI BATTA,JYKPY8685U,801249909011,10/05/1975,BANGALORE,KARNATAKA,"₹16,142",GIG WORKER,2024/08/20,APPROVED,MEDIUM,APPROVED,False,False,False,False,False,False,False,False
USR41370,LAJITA MAMMEN,TCFIS9755D,047045008750,1969/05/19,LUDHIANA,PUNJAB,"₹74,744",FARMER,04-06-2024,VERIFIED,MEDIUM,VERIFIED,False,False,False,False,False,False,False,False
USR46200,BAKHSHI SAH0TA,WALTW7577C,201060880121,04/10/2001,HYDERABAD,TELANGANA,24694,GIG WORKER,2024/07/26,VERIFIED,LOW,V,False,False,False,False,False,False,False,False
USR30125,DAKSHESH DHALIWAL,AFYDX3604O,3180021621456,05-Feb-1993,JPR,RAJASTHAN,"₹22,236",BUSINESS OWNER,,REJECTED,LOW,REJECTED,False,False,False,False,True,True,False,False
USR51640,HITESH RAJ,UCIYS7654M,7526190276,27/12/1997 06:30 PM,MUMBAI,MAHARASHTRA,65510,BUSINESS OWNER,07-May-2025,REJECTED,LOW,R,False,False,False,False,False,True,False,False
USR26148,TARAK BUTALA,LSMZC5449O,594773990154,07/08/1988,BANGALORE,KARNATAKA,30461,SALARIED,,VERIFIED,HIGH,V,False,False,False,False,True,False,False,True
USR72127,TURVI GROVER,CQVNW6926I,192610278127,1989-04-19 03:38:20,JAIPUR,RAJASTHAN,"INR 15,633",RETIRED,2024-08-03 00:38:25,VERIFIED,MEDIUM,VERIFIED,False,False,False,False,False,False,False,False
USR96477,TANVEER NARULA,SDAVW9214Z,097914045328,15/07/1972 04:27 PM,CHENNAI,TAMIL NADU,14759,RETIRED,2026/01/27,REJECTED,LOW,REJECT,False,False,False,False,False,True,False,False
USR18944,MEKHALA GOLLA,UWTIE0098,885036777734,25/07/1991 08:59 AM,MADRAS,TAMIL NADU,"₹26,904",FARMER,,APPROVED,LOW,APPROVED,False,False,False,False,True,False,False,False
USR38760,LAJITA DEWAN,IRKEM1603,604812343829,09/08/1962,KOLKATA,WEST BENGAL,9392,SALARIED,22/03/2025,VERIFIED,LOW,VERIFIED,False,False,False,False,False,False,False,False
USR35147,KRISHNA DEO,HWFFO1057B,517870181300,11-24-1973,LDH,PUNJAB,50039,SALARIED,04/01/2026,VERIFIED,HIGH,VERIFIED,False,False,False,False,False,False,False,True
USR23153,ELIJAH GOLLA,RCL1Y8260J,4291,05-23-1997,JALANDAR,PUNJAB,"Rs. 25,280",SALARIED,19-Aug-2024,FAILED,LOW,FAILED,False,False,False,False,False,False,False,False
USR43985,ELIJAH BASU,OWYWO4172Z,4334,29/11/2001 04:05 AM,JAIPUR,RAJASTHAN,,FARMER,19/08/2025,VERIFIED,MEDIUM,VERIFIED,False,False,False,True,False,False,False,False
USR13270,GAUTAM JOSHI,KNUKD8690E,,1961-02-02 04:46:15,POONA,MAHARASHTRA,17781,SELF EMPLOYED,,APPROVED,MEDIUM,DONE,False,True,False,False,True,False,False,False
USR87067,AYAAN BHATT,IYPWZ2082B,073336789186,06/03/1997 11:09 PM,BENGALURU,KARNATAKA,32.3k,FARMER,1734165094,APPROVED,MEDIUM,KYC_DONE,False,False,False,False,False,False,False,False
USR14736,HARINI KEER,SQFFV1099G,900845213060,1969/07/11,MUMBAI,MAHARASHTRA,29346,RETIRED,,VERIFIED,MEDIUM,V,False,False,False,False,True,False,False,False
USR26503,RANBIR MANNAN,UCYSG5949W,445635673241,02-08-2006,ASR,PUNJAB,9785,FARMER,1753449242,PENDING,LOW,P,False,False,False,False,False,False,True,False
USR55516,YUTIKA RAVI,HCPGG 8914 B,919840435976,1973-06-03 17:15:44,KOLKATA,WEST BENGAL,37564,UNEMPLOYED,10-30-2024,PENDING,LOW,PENDING,False,False,False,False,False,False,True,False
USR45907,HARDIK RAMESH,GUXKU9088P,625394319187,22-Jul-1970,DELHI,DELHI,,GIG WORKER,16/08/2025,VERIFIED,MEDIUM,VERIFIED,False,False,False,True,False,False,False,False
USR20548,WRIDESH JOSHI,TZSQX 5220 Z,031743351796,12-May-2007,MUMBAI,MAHARASHTRA,31338,STUDENT,2025/10/01,VERIFIED,LOW,VERIFIED,False,False,False,False,False,False,False,False
USR37307,BALENDRA VERMA,UOHEX6486E,5396,2001-07-17 07:20:05,DELHI,DELHI,37243,UNEMPLOYED,2025/07/28,VERIFIED,MEDIUM,VERIFIED,False,False,False,False,False,False,False,False
USR63941,LOPA SHANKER,TIVNP2437G,474938292882,1975-04-08 18:00:48,JAIPUR,RAJASTHAN,18089,STUDENT,2025-07-12 11:33:35,PENDING,MEDIUM,PENDING,False,False,False,False,False,False,True,False
USR62335,0RINDER TIWARI,KVIYF7177S,5008,1967-11-21 19:55:24,POONA,MAHARASHTRA,15492,STUDENT,08/07/2024,VERIFIED,MEDIUM,VERIFIED,False,False,False,False,False,False,False,False
USR82534,EKALINGA DEEP,QMKMZ5656K,,1991/01/11,BLR,KARNATAKA,"₹22,070",STUDENT,22/04/2025 09:24 PM,VERIFIED,LOW,VERIFIED,False,True,False,False,False,False,False,False
USR28153,JANAKI KORPAL,AHFWQ6201Q,,06-16-1974,MUMBAI,MAHARASHTRA,"Rs. 11,531",FREELANCER,1737026345,VERIFIED,LOW,VERIFIED,False,True,False,False,False,False,False,False
USR97134,REVA VAIDYA,HBVQA7004Y,6537223345,05-10-1964,LDH,PUNJAB,55126,FREELANCER,01-07-2025,UNKNOWN,MEDIUM,UNDER REVIEW,False,False,False,False,False,False,False,False
USR31953,EKANI KAR,KRJBG3843A,316943402972,2002/08/16,JAIPUR,RAJASTHAN,Not Available,UNEMPLOYED,1722895870,VERIFIED,MEDIUM,V,False,False,False,False,False,False,False,False
